gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
T28_S__k141_839072__full-cat_1_69	T28_S__k141_839072__full-cat_1							2	MK
T28_S__k141_839072__full-cat_1_74	T28_S__k141_839072__full-cat_1							2	MKE
T28_S__k141_843565__full-cat_1_7	T28_S__k141_843565__full-cat_1							1	MK
T28_S__k141_851474__full-cat_2_16	T28_S__k141_851474__full-cat_2	K00526	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKE
T28_S__k141_851474__full-cat_2_17	T28_S__k141_851474__full-cat_2	K00525	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKE
T28_S__k141_869142__full-cat_1_15	T28_S__k141_869142__full-cat_1							1	MK
T28_S__k141_869142__full-cat_1_17	T28_S__k141_869142__full-cat_1							1	MK
T28_S__k141_869142__full-cat_1_18	T28_S__k141_869142__full-cat_1							1	MK
T28_S__k141_869142__full-cat_1_33	T28_S__k141_869142__full-cat_1							1	MKE
T28_S__k141_869142__full-cat_1_34	T28_S__k141_869142__full-cat_1							1	MK
T28_S__k141_869142__full-cat_1_51	T28_S__k141_869142__full-cat_1							1	MK
T28_S__k141_869142__full-cat_1_81	T28_S__k141_869142__full-cat_1							1	MK
T28_S__k141_869142__full-cat_1_92	T28_S__k141_869142__full-cat_1							1	MK
T28_S__k141_869142__full-cat_1_94	T28_S__k141_869142__full-cat_1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
T28_S__k141_869142__full-cat_1_103	T28_S__k141_869142__full-cat_1	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	M
T28_S__k141_887440__full-cat_1_6	T28_S__k141_887440__full-cat_1							2	MKF
T28_S__k141_900802__full-cat_2_10	T28_S__k141_900802__full-cat_2							3	MK
T28_S__k141_900802__full-cat_2_14	T28_S__k141_900802__full-cat_2							3	MK
T28_S__k141_91667__full-cat_1_7	T28_S__k141_91667__full-cat_1							2	MKF
T28_S__k141_920819__full-cat_1_3	T28_S__k141_920819__full-cat_1							2	MKF
T28_S__k141_922945__full-cat_2_11	T28_S__k141_922945__full-cat_2							3	MK
T28_S__k141_924775__full-cat_2_18	T28_S__k141_924775__full-cat_2							3	MKF
T28_S__k141_931884__full-cat_2_2	T28_S__k141_931884__full-cat_2							3	MKF
T28_S__k141_931884__full-cat_2_10	T28_S__k141_931884__full-cat_2							3	MKF
T28_S__k141_931884__full-cat_2_11	T28_S__k141_931884__full-cat_2							3	MKF
T28_S__k141_931884__full-cat_2_13	T28_S__k141_931884__full-cat_2							3	MKF
T28_S__k141_931884__full-cat_2_16	T28_S__k141_931884__full-cat_2	K00616	transaldolase [EC:2.2.1.2] [RN:R01827]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway (Pentose phosphate cycle)	3	MKEF
T28_S__k141_931884__full-cat_2_16	T28_S__k141_931884__full-cat_2	K00616	transaldolase [EC:2.2.1.2] [RN:R01827]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	3	MKEF
T28_S__k141_933606__full-cat_1_34	T28_S__k141_933606__full-cat_1							1	MK
T28_S__k141_933606__full-cat_1_44	T28_S__k141_933606__full-cat_1							1	MK
T28_S__k141_933606__full-cat_1_74	T28_S__k141_933606__full-cat_1							1	MKF
T28_S__k141_94410__full_1-cat_2_2	T28_S__k141_94410__full_1-cat_2							3	MKF
T28_S__k141_94410__full_1-cat_2_6	T28_S__k141_94410__full_1-cat_2							3	MKEF
T28_S__k141_94410__full_1-cat_2_7	T28_S__k141_94410__full_1-cat_2	K00526	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKE
T28_S__k141_94410__full_1-cat_2_28	T28_S__k141_94410__full_1-cat_2							3	MK
T28_S__k141_94410__full_1-cat_2_30	T28_S__k141_94410__full_1-cat_2							3	MK
T28_S__k141_94410__full_1-cat_2_34	T28_S__k141_94410__full_1-cat_2							3	MK
T28_S__k141_94410__full_1-cat_2_36	T28_S__k141_94410__full_1-cat_2							3	MKE
T28_S__k141_947149__full-cat_1_12	T28_S__k141_947149__full-cat_1	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	MF
T28_S__k141_960111__full-cat_2_5	T28_S__k141_960111__full-cat_2							3	MKF
T28_S__k141_960111__full-cat_2_23	T28_S__k141_960111__full-cat_2							3	MKF
T28_S__k141_998472__full-cat_1_16	T28_S__k141_998472__full-cat_1	I39	interact with endopeptidases regardless of catalytic type	Organic Nitrogen	Peptidase		Mammalian alpha-macroglobulin and other large homologous proteins that interact with endopeptidases regardless of catalytic type	2	M
T28_S__k141_998472__full-cat_1_22	T28_S__k141_998472__full-cat_1							2	MK
T32_S__k141_100535__full-cat_2_13	T32_S__k141_100535__full-cat_2							3	MK
T32_S__k141_100535__full-cat_2_14	T32_S__k141_100535__full-cat_2							3	MK
T32_S__k141_100535__full-cat_2_17	T32_S__k141_100535__full-cat_2							3	MK
T32_S__k141_1009943__full-cat_1_4	T32_S__k141_1009943__full-cat_1							2	MKF
T32_S__k141_1018203__full-cat_2_2	T32_S__k141_1018203__full-cat_2	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	3	MF
T32_S__k141_1022446__full-cat_2_10	T32_S__k141_1022446__full-cat_2	K00525	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKE
T32_S__k141_1088766__full-cat_1_3	T32_S__k141_1088766__full-cat_1							2	MKF
T32_S__k141_1088766__full-cat_1_10	T32_S__k141_1088766__full-cat_1							1	MKF
T32_S__k141_1088766__full-cat_1_12	T32_S__k141_1088766__full-cat_1							1	MKF
T32_S__k141_1107228__full-cat_2_8	T32_S__k141_1107228__full-cat_2	K00012	UGDH; UDP-Glc -> UDP-GlcA [EC:1.1.1.22]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	3	MKF
T32_S__k141_1107228__full-cat_2_8	T32_S__k141_1107228__full-cat_2	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]	MISC	MISC		Glucuronate pathway (uronate pathway)	3	MKF
T32_S__k141_1107228__full-cat_2_13	T32_S__k141_1107228__full-cat_2							3	MK
T32_S__k141_1107228__full-cat_2_14	T32_S__k141_1107228__full-cat_2							3	MK
T32_S__k141_1107228__full-cat_2_21	T32_S__k141_1107228__full-cat_2							3	MK
T32_S__k141_1107228__full-cat_2_30	T32_S__k141_1107228__full-cat_2							3	MK
T32_S__k141_1107228__full-cat_2_31	T32_S__k141_1107228__full-cat_2	K01784	GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	3	MK
T32_S__k141_1107228__full-cat_2_31	T32_S__k141_1107228__full-cat_2	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291]	carbon utilization	central carbon	glycolysis	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	3	MK
T32_S__k141_1107228__full-cat_2_31	T32_S__k141_1107228__full-cat_2	K01784	UDP-glucose 4-epimerase	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	galactose degradation	Galactose metabolism	3	MK
T32_S__k141_1107228__full-cat_2_33	T32_S__k141_1107228__full-cat_2							3	MKF
T32_S__k141_1107228__full-cat_2_34	T32_S__k141_1107228__full-cat_2	K01784	GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	3	MKF
T32_S__k141_1107228__full-cat_2_34	T32_S__k141_1107228__full-cat_2	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291]	carbon utilization	central carbon	glycolysis	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	3	MKF
T32_S__k141_1107228__full-cat_2_34	T32_S__k141_1107228__full-cat_2	K01784	UDP-glucose 4-epimerase	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	galactose degradation	Galactose metabolism	3	MKF
T32_S__k141_1111334__full-cat_2_2	T32_S__k141_1111334__full-cat_2	K00526	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKEF
T32_S__k141_1114482__full-cat_2_18	T32_S__k141_1114482__full-cat_2	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	3	MF
T32_S__k141_1117209__full-cat_1_24	T32_S__k141_1117209__full-cat_1							2	MK
T32_S__k141_1130731__full-cat_1_11	T32_S__k141_1130731__full-cat_1							2	MK
T32_S__k141_1130731__full-cat_1_15	T32_S__k141_1130731__full-cat_1							2	MK
T32_S__k141_1130731__full-cat_1_18	T32_S__k141_1130731__full-cat_1							2	MK
T32_S__k141_1130731__full-cat_1_23	T32_S__k141_1130731__full-cat_1							2	MK
T32_S__k141_1130731__full-cat_1_24	T32_S__k141_1130731__full-cat_1							2	MK
T32_S__k141_1144806__full-cat_2_16	T32_S__k141_1144806__full-cat_2	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	3	M
T32_S__k141_1179774__full_1-cat_2_3	T32_S__k141_1179774__full_1-cat_2							3	MKF
T32_S__k141_1179774__full_1-cat_2_32	T32_S__k141_1179774__full_1-cat_2	K00525	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKE
T32_S__k141_1180540__full-cat_2_8	T32_S__k141_1180540__full-cat_2							3	MK
T32_S__k141_1180540__full-cat_2_10	T32_S__k141_1180540__full-cat_2							3	MK
T32_S__k141_1180540__full-cat_2_12	T32_S__k141_1180540__full-cat_2							3	MK
T32_S__k141_1180540__full-cat_2_14	T32_S__k141_1180540__full-cat_2							3	MK
T32_S__k141_1180540__full-cat_2_16	T32_S__k141_1180540__full-cat_2							3	MK
T32_S__k141_1180540__full-cat_2_24	T32_S__k141_1180540__full-cat_2							3	MKF
T32_S__k141_1180663__full-cat_2_4	T32_S__k141_1180663__full-cat_2							3	MKF
T32_S__k141_1180663__full-cat_2_10	T32_S__k141_1180663__full-cat_2	K00817	histidinol-phosphate aminotransferase [EC:2.6.1.9] [RN:R03243]	Organic Nitrogen	Amino Acid		Histidine biosynthesis, PRPP => histidine	3	MK
T32_S__k141_1180663__full-cat_2_14	T32_S__k141_1180663__full-cat_2							3	MKF
T32_S__k141_1180663__full-cat_2_16	T32_S__k141_1180663__full-cat_2							3	MKF
T32_S__k141_1180663__full-cat_2_17	T32_S__k141_1180663__full-cat_2							3	MKF
T32_S__k141_1273607__full-cat_1_5	T32_S__k141_1273607__full-cat_1	K00012	UGDH; UDP-Glc -> UDP-GlcA [EC:1.1.1.22]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	2	MKF
T32_S__k141_1273607__full-cat_1_5	T32_S__k141_1273607__full-cat_1	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]	MISC	MISC		Glucuronate pathway (uronate pathway)	2	MKF
T32_S__k141_1273607__full-cat_1_6	T32_S__k141_1273607__full-cat_1							2	MKF
T32_S__k141_1273607__full-cat_1_9	T32_S__k141_1273607__full-cat_1							2	MK
T32_S__k141_1273607__full-cat_1_14	T32_S__k141_1273607__full-cat_1							2	MK
T32_S__k141_1273607__full-cat_1_20	T32_S__k141_1273607__full-cat_1							2	MK
T32_S__k141_1273607__full-cat_1_23	T32_S__k141_1273607__full-cat_1							2	MK
T32_S__k141_1273607__full-cat_1_26	T32_S__k141_1273607__full-cat_1	K01784	GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	2	MK
T32_S__k141_1273607__full-cat_1_26	T32_S__k141_1273607__full-cat_1	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291]	carbon utilization	central carbon	glycolysis	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	2	MK
T32_S__k141_1273607__full-cat_1_26	T32_S__k141_1273607__full-cat_1	K01784	UDP-glucose 4-epimerase	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	galactose degradation	Galactose metabolism	2	MK
T32_S__k141_1327007__full-cat_2_8	T32_S__k141_1327007__full-cat_2							3	MKF
T32_S__k141_1327007__full-cat_2_9	T32_S__k141_1327007__full-cat_2	K00525	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKE
T32_S__k141_1327007__full-cat_2_15	T32_S__k141_1327007__full-cat_2	K00526	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKEF
T32_S__k141_140162__full-cat_2_3	T32_S__k141_140162__full-cat_2	K00526	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKEF
T32_S__k141_140162__full-cat_2_6	T32_S__k141_140162__full-cat_2	K00525	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKEF
T32_S__k141_146347__full-cat_1_25	T32_S__k141_146347__full-cat_1							2	MK
T32_S__k141_146347__full-cat_1_37	T32_S__k141_146347__full-cat_1							2	MK
T32_S__k141_146347__full-cat_1_38	T32_S__k141_146347__full-cat_1							2	MK
T32_S__k141_146347__full-cat_1_44	T32_S__k141_146347__full-cat_1							2	MK
T32_S__k141_146347__full-cat_1_51	T32_S__k141_146347__full-cat_1							2	MK
T32_S__k141_146347__full-cat_1_61	T32_S__k141_146347__full-cat_1							2	MKF
T32_S__k141_167047__full-cat_2_8	T32_S__k141_167047__full-cat_2							3	MKF
T32_S__k141_167047__full-cat_2_9	T32_S__k141_167047__full-cat_2							3	MK
T32_S__k141_167047__full-cat_2_11	T32_S__k141_167047__full-cat_2							3	MK
T32_S__k141_167047__full-cat_2_12	T32_S__k141_167047__full-cat_2							3	MK
T32_S__k141_178735__full-cat_2_24	T32_S__k141_178735__full-cat_2							3	MK
T32_S__k141_21010__full-cat_2_5	T32_S__k141_21010__full-cat_2							3	MKF
T32_S__k141_21010__full-cat_2_35	T32_S__k141_21010__full-cat_2							3	MK
T32_S__k141_242958__full-cat_1_26	T32_S__k141_242958__full-cat_1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
T32_S__k141_242958__full-cat_1_31	T32_S__k141_242958__full-cat_1	K01939	adenylosuccinate synthase [EC:6.3.4.4] [RN:R01135]	MISC	Information systems	Nucleotide	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	2	MF
T32_S__k141_242958__full-cat_1_33	T32_S__k141_242958__full-cat_1	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	MF
T32_S__k141_242958__full-cat_1_39	T32_S__k141_242958__full-cat_1	K00088	IMP dehydrogenase [EC:1.1.1.205] [RN:R01130]	MISC	Information systems	Nucleotide	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	2	MKF
T32_S__k141_250112__full-cat_1_19	T32_S__k141_250112__full-cat_1							1	MK
T32_S__k141_250625__full-cat_1_3	T32_S__k141_250625__full-cat_1							2	MKF
T32_S__k141_272906__full-cat_2_5	T32_S__k141_272906__full-cat_2							2	MKF
T32_S__k141_281331__full-cat_2_4	T32_S__k141_281331__full-cat_2							3	MKF
T32_S__k141_281331__full-cat_2_7	T32_S__k141_281331__full-cat_2							3	MKF
T32_S__k141_281331__full-cat_2_9	T32_S__k141_281331__full-cat_2							3	MK
T32_S__k141_281331__full-cat_2_11	T32_S__k141_281331__full-cat_2							3	MK
T32_S__k141_281331__full-cat_2_12	T32_S__k141_281331__full-cat_2							3	MK
T32_S__k141_281331__full-cat_2_14	T32_S__k141_281331__full-cat_2							3	MK
T32_S__k141_281331__full-cat_2_19	T32_S__k141_281331__full-cat_2							3	MK
T32_S__k141_281331__full-cat_2_21	T32_S__k141_281331__full-cat_2							3	MKF
T32_S__k141_336445__full-cat_2_18	T32_S__k141_336445__full-cat_2	K00012	UGDH; UDP-Glc -> UDP-GlcA [EC:1.1.1.22]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	3	MK
T32_S__k141_336445__full-cat_2_18	T32_S__k141_336445__full-cat_2	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]	MISC	MISC		Glucuronate pathway (uronate pathway)	3	MK
T32_S__k141_336445__full-cat_2_19	T32_S__k141_336445__full-cat_2							3	MK
T32_S__k141_336445__full-cat_2_21	T32_S__k141_336445__full-cat_2							3	MK
T32_S__k141_336445__full-cat_2_23	T32_S__k141_336445__full-cat_2							3	MK
T32_S__k141_336445__full-cat_2_29	T32_S__k141_336445__full-cat_2							3	MK
T32_S__k141_336445__full-cat_2_30	T32_S__k141_336445__full-cat_2							3	MKF
T32_S__k141_343320__full-cat_1_27	T32_S__k141_343320__full-cat_1							2	MK
T32_S__k141_343320__full-cat_1_28	T32_S__k141_343320__full-cat_1							2	MK
T32_S__k141_353820__full-cat_1_43	T32_S__k141_353820__full-cat_1							2	MK
T32_S__k141_353820__full-cat_1_45	T32_S__k141_353820__full-cat_1							2	MK
T32_S__k141_353820__full-cat_1_46	T32_S__k141_353820__full-cat_1							2	MK
T32_S__k141_353820__full-cat_1_62	T32_S__k141_353820__full-cat_1	K00525	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	MKE
T32_S__k141_353820__full-cat_1_79	T32_S__k141_353820__full-cat_1							1	MK
T32_S__k141_353820__full-cat_1_80	T32_S__k141_353820__full-cat_1							1	MK
T32_S__k141_353820__full-cat_1_83	T32_S__k141_353820__full-cat_1							1	MK
T32_S__k141_353820__full-cat_1_94	T32_S__k141_353820__full-cat_1	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	1	M
T32_S__k141_353820__full-cat_1_98	T32_S__k141_353820__full-cat_1							1	MK
T32_S__k141_353820__full-cat_1_121	T32_S__k141_353820__full-cat_1							1	MK
T32_S__k141_353820__full-cat_1_134	T32_S__k141_353820__full-cat_1							2	MK
T32_S__k141_353820__full-cat_1_137	T32_S__k141_353820__full-cat_1	K00012	UGDH; UDP-Glc -> UDP-GlcA [EC:1.1.1.22]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	2	MK
T32_S__k141_353820__full-cat_1_137	T32_S__k141_353820__full-cat_1	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]	MISC	MISC		Glucuronate pathway (uronate pathway)	2	MK
T32_S__k141_353820__full-cat_1_140	T32_S__k141_353820__full-cat_1							2	MK
T32_S__k141_353820__full-cat_1_148	T32_S__k141_353820__full-cat_1							2	MK
T32_S__k141_368257__full-cat_1_6	T32_S__k141_368257__full-cat_1							2	MKF
T32_S__k141_375125__full-cat_2_21	T32_S__k141_375125__full-cat_2							3	MK
T32_S__k141_419484__full-cat_1_26	T32_S__k141_419484__full-cat_1							1	MK
T32_S__k141_426239__full-cat_1_4	T32_S__k141_426239__full-cat_1							1	MKF
T32_S__k141_426239__full-cat_1_5	T32_S__k141_426239__full-cat_1							1	MKF
T32_S__k141_426239__full-cat_1_8	T32_S__k141_426239__full-cat_1							1	MK
T32_S__k141_426239__full-cat_1_10	T32_S__k141_426239__full-cat_1							1	MK
T32_S__k141_427680__full-cat_2_9	T32_S__k141_427680__full-cat_2							3	MKE
T32_S__k141_427680__full-cat_2_10	T32_S__k141_427680__full-cat_2	K00526	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKEF
T32_S__k141_429382__full-cat_2_9	T32_S__k141_429382__full-cat_2							3	MKF
T32_S__k141_429382__full-cat_2_12	T32_S__k141_429382__full-cat_2							3	MK
T32_S__k141_429382__full-cat_2_13	T32_S__k141_429382__full-cat_2							3	MK
T32_S__k141_429382__full-cat_2_16	T32_S__k141_429382__full-cat_2	K01784	GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	3	MK
T32_S__k141_429382__full-cat_2_16	T32_S__k141_429382__full-cat_2	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291]	carbon utilization	central carbon	glycolysis	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	3	MK
T32_S__k141_429382__full-cat_2_16	T32_S__k141_429382__full-cat_2	K01784	UDP-glucose 4-epimerase	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	galactose degradation	Galactose metabolism	3	MK
T32_S__k141_429382__full-cat_2_20	T32_S__k141_429382__full-cat_2							3	MK
T32_S__k141_429382__full-cat_2_21	T32_S__k141_429382__full-cat_2							3	MK
T32_S__k141_429382__full-cat_2_29	T32_S__k141_429382__full-cat_2							3	MK
T32_S__k141_429382__full-cat_2_31	T32_S__k141_429382__full-cat_2							3	MKF
T32_S__k141_429382__full-cat_2_32	T32_S__k141_429382__full-cat_2							3	MKF
